15599:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
28523:43182,102679,40166,25338,106287,39520,18278,92204,25214,90168
19549:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32902:1055,102679,40166,25338,106287,39520,18278,92204,25214,90168
19129:8342,102679,40166,25338,106287,39520,18278,92204,25214,90168
7517:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
34906:37048,102679,40166,25338,106287,39520,18278,92204,25214,90168
5645:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
30304:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
14024:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
13447:5477,102679,40166,25338,106287,39520,18278,92204,25214,90168
37878:30,102679,40166,25338,106287,39520,18278,92204,25214,90168
23895:60509,102679,40166,25338,106287,39520,18278,92204,25214,90168
48542:17,102679,40166,25338,106287,39520,18278,92204,25214,90168
12739:16258,102679,40166,25338,106287,39520,18278,92204,25214,90168
9890:3476,1240,116,25338,106287,39520,18278,92204,25214,90168
18209:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
27406:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
34174:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
40040:3368,102679,40166,25338,106287,39520,18278,92204,25214,90168
838:8066,17351,10175,25338,106287,39520,18278,92204,25214,90168
8868:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10111:1696,2686,4249,25338,106287,39520,18278,92204,25214,90168
34378:6145,102679,40166,25338,106287,39520,18278,92204,25214,90168
47579:866,102679,40166,25338,106287,39520,18278,92204,25214,90168
50050:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
51929:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
33443:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
13387:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
25750:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
39556:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
11510:190,302,296,650,106287,39520,18278,92204,25214,90168
6898:709,102679,40166,25338,106287,39520,18278,92204,25214,90168
8227:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2596:98230,366,6,25338,106287,39520,18278,92204,25214,90168
12416:2608,1287,25812,70314,34944,8661,18278,92204,25214,90168
3295:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
6018:7210,8445,94,25338,106287,39520,18278,92204,25214,90168
30543:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
17810:7622,3039,27218,25338,106287,39520,18278,92204,25214,90168
37212:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
47766:45202,102679,40166,25338,106287,39520,18278,92204,25214,90168
15495:5567,1965,40166,25338,106287,39520,18278,92204,25214,90168
3930:1690,10541,16281,1473,8881,71244,301,17,6968,4601
19768:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
31405:39934,102679,40166,25338,106287,39520,18278,92204,25214,90168
4248:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
25469:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
1236:65,102679,40166,25338,106287,39520,18278,92204,25214,90168
26453:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
1796:2770,10012,58,2166,106287,39520,18278,92204,25214,90168
5892:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
31744:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
31578:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2510:10406,2337,40166,25338,106287,39520,18278,92204,25214,90168
28908:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
29607:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
22873:518,102679,40166,25338,106287,39520,18278,92204,25214,90168
6336:3172,3107,378,5450,106287,39520,18278,92204,25214,90168
31345:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2967:2917,827,46215,1287,2268,1410,18278,92204,25214,90168
26691:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
34820:496,102679,40166,25338,106287,39520,18278,92204,25214,90168
782:30316,7901,7145,3142,9057,1825,43586,103144,4187,7885
19097:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
24175:9663,102679,40166,25338,106287,39520,18278,92204,25214,90168
14247:24699,12601,9635,58,6068,39520,18278,92204,25214,90168
30396:18287,60815,40166,25338,106287,39520,18278,92204,25214,90168
27586:157,840,16253,25338,106287,39520,18278,92204,25214,90168
21633:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8600:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7112:27648,5455,41085,31143,35688,77754,18278,92204,25214,90168
24210:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
45643:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7451:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
9350:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10030:6,2452,3632,58,23849,363,322,61,598,90168
25449:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
39730:224,102679,40166,25338,106287,39520,18278,92204,25214,90168
42278:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8287:845,33577,5356,10834,6733,39520,18278,92204,25214,90168
1500:947,5103,155,13523,14129,2213,490,2101,1196,7739
10050:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
19467:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
28019:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
11273:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
17919:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32123:52705,102679,40166,25338,106287,39520,18278,92204,25214,90168
2661:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5202:1876,102679,40166,25338,106287,39520,18278,92204,25214,90168
55670:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
4399:8946,18239,10244,356,3354,6708,35419,6091,43387,1881
16185:1703,2268,40166,25338,106287,39520,18278,92204,25214,90168
31239:7680,102679,40166,25338,106287,39520,18278,92204,25214,90168
24331:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5433:17,518,70944,34525,182,101,4300,68238,25214,90168
50974:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
19176:66825,102679,40166,25338,106287,39520,18278,92204,25214,90168
30151:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
31551:182,953,22397,25338,106287,39520,18278,92204,25214,90168
13025:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
16667:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
35092:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
6593:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
9668:9289,12248,50843,25338,106287,39520,18278,92204,25214,90168
48158:40152,102679,40166,25338,106287,39520,18278,92204,25214,90168
10366:17,102679,40166,25338,106287,39520,18278,92204,25214,90168
17147:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
49872:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10478:354,101,17,37085,194,5254,1012,28527,12738,289
55640:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
23686:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32477:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
1655:16514,56788,1009,25338,106287,39520,18278,92204,25214,90168
19243:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
250:4536,508,285,3250,1410,2031,18278,92204,25214,90168
34350:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
31273:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
37666:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
9451:1119,102679,40166,25338,106287,39520,18278,92204,25214,90168
3167:32592,43490,18102,17015,106287,39520,18278,92204,25214,90168
21447:6872,102679,40166,25338,106287,39520,18278,92204,25214,90168
6520:34429,13501,33230,840,48930,8910,22,56235,834,2414
2346:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10427:59380,3039,40166,25338,106287,39520,18278,92204,25214,90168
38739:9289,102679,40166,25338,106287,39520,18278,92204,25214,90168
19517:289,363,367,25338,106287,39520,18278,92204,25214,90168
33702:7941,102679,40166,25338,106287,39520,18278,92204,25214,90168
6728:21044,17,211,554,394,7667,3680,2829,392,2995
49035:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
18686:2614,11626,40166,25338,106287,39520,18278,92204,25214,90168
36607:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7975:709,102679,40166,25338,106287,39520,18278,92204,25214,90168
43829:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
53391:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
34398:60185,102679,40166,25338,106287,39520,18278,92204,25214,90168
19304:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
9288:65,102679,40166,25338,106287,39520,18278,92204,25214,90168
29700:8725,102679,40166,25338,106287,39520,18278,92204,25214,90168
34527:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8862:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
26197:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
24489:2092,102679,40166,25338,106287,39520,18278,92204,25214,90168
27166:4308,102679,40166,25338,106287,39520,18278,92204,25214,90168
41119:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
52533:21210,102679,40166,25338,106287,39520,18278,92204,25214,90168
1382:383,21905,1152,13407,11243,1410,18278,92204,25214,90168
22639:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
36696:669,102679,40166,25338,106287,39520,18278,92204,25214,90168
4140:14435,1460,2337,25338,106287,39520,18278,92204,25214,90168
5994:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
18360:124,8300,40166,25338,106287,39520,18278,92204,25214,90168
30401:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
39926:78622,102679,40166,25338,106287,39520,18278,92204,25214,90168
94:4422,9572,119,9617,6175,322,11626,131,230,5117
1302:709,24934,508,3614,1348,39520,18278,92204,25214,90168
8935:55062,102679,40166,25338,106287,39520,18278,92204,25214,90168
20466:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
25977:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
28139:429,102679,40166,25338,106287,39520,18278,92204,25214,90168
24418:129,86514,40166,25338,106287,39520,18278,92204,25214,90168
21505:780,3516,40166,25338,106287,39520,18278,92204,25214,90168
38616:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
42865:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
13040:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2959:2755,7869,944,25338,106287,39520,18278,92204,25214,90168
19265:1475,102679,40166,25338,106287,39520,18278,92204,25214,90168
29080:866,102679,40166,25338,106287,39520,18278,92204,25214,90168
7741:14186,3088,302,179,106287,39520,18278,92204,25214,90168
4767:22002,102679,40166,25338,106287,39520,18278,92204,25214,90168
22755:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5462:65,102679,40166,25338,106287,39520,18278,92204,25214,90168
6192:6733,18867,1462,521,106287,39520,18278,92204,25214,90168
9831:801,2318,9709,25338,106287,39520,18278,92204,25214,90168
35593:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
50021:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2611:9617,23307,1035,25338,106287,39520,18278,92204,25214,90168
14712:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5107:31015,931,48233,1217,6292,39520,18278,92204,25214,90168
22603:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
40226:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
41089:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
26569:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
47815:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
171:2326,9423,3915,24173,14626,1512,8411,14047,28641,12680
16186:98,102679,40166,25338,106287,39520,18278,92204,25214,90168
12986:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
20125:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
15253:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
4265:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
22165:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
35166:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
14508:5860,102679,40166,25338,106287,39520,18278,92204,25214,90168
14095:193,102679,40166,25338,106287,39520,18278,92204,25214,90168
26628:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
20439:76,102679,40166,25338,106287,39520,18278,92204,25214,90168
22085:875,102679,40166,25338,106287,39520,18278,92204,25214,90168
52159:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5864:1544,32831,1382,709,116,39520,18278,92204,25214,90168
8380:336,102679,40166,25338,106287,39520,18278,92204,25214,90168
20911:32791,295,16722,94075,13235,39520,18278,92204,25214,90168
450:650,193,749,11776,819,559,8276,1196,9525,25061
2408:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
9473:22777,56693,74713,25338,106287,39520,18278,92204,25214,90168
33136:17,717,40166,25338,106287,39520,18278,92204,25214,90168
43729:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
3193:24472,2030,71980,3476,322,39520,18278,92204,25214,90168
22986:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7661:422,5633,508,17207,17876,49217,94,92204,25214,90168
44416:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
25854:2318,102679,40166,25338,106287,39520,18278,92204,25214,90168
16796:30808,102679,40166,25338,106287,39520,18278,92204,25214,90168
31687:224,102679,40166,25338,106287,39520,18278,92204,25214,90168
12767:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
42229:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
150:2030,102679,40166,25338,106287,39520,18278,92204,25214,90168
11719:1455,102679,40166,25338,106287,39520,18278,92204,25214,90168
12263:17164,102679,40166,25338,106287,39520,18278,92204,25214,90168
5784:289,102679,40166,25338,106287,39520,18278,92204,25214,90168
20334:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
20809:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
1951:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
3126:891,102679,40166,25338,106287,39520,18278,92204,25214,90168
26779:2548,3291,40166,25338,106287,39520,18278,92204,25214,90168
6698:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
21220:4755,3172,40166,25338,106287,39520,18278,92204,25214,90168
22888:2369,102679,40166,25338,106287,39520,18278,92204,25214,90168
29046:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
39932:9238,102679,40166,25338,106287,39520,18278,92204,25214,90168
51529:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
11818:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10084:3183,102679,40166,25338,106287,39520,18278,92204,25214,90168
29169:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
45353:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
36196:5008,224,40166,25338,106287,39520,18278,92204,25214,90168
15207:8066,17190,2271,18867,2959,39520,18278,92204,25214,90168
32707:3578,102679,40166,25338,106287,39520,18278,92204,25214,90168
13961:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
11558:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
40195:4288,102679,40166,25338,106287,39520,18278,92204,25214,90168
41055:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
19626:731,81,1330,25338,106287,39520,18278,92204,25214,90168
13050:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
25172:20373,102679,40166,25338,106287,39520,18278,92204,25214,90168
1163:1097,102679,40166,25338,106287,39520,18278,92204,25214,90168
2407:1649,18287,40166,25338,106287,39520,18278,92204,25214,90168
28691:1847,102679,40166,25338,106287,39520,18278,92204,25214,90168
36595:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
38645:18857,102679,40166,25338,106287,39520,18278,92204,25214,90168
46702:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
17798:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
33783:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
29578:2139,102679,40166,25338,106287,39520,18278,92204,25214,90168
34698:185,102679,40166,25338,106287,39520,18278,92204,25214,90168
32043:302,102679,40166,25338,106287,39520,18278,92204,25214,90168
41399:1239,102679,40166,25338,106287,39520,18278,92204,25214,90168
9331:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2716:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
13060:1125,102679,40166,25338,106287,39520,18278,92204,25214,90168
26178:8868,102679,40166,25338,106287,39520,18278,92204,25214,90168
10564:8066,2675,311,2829,106287,39520,18278,92204,25214,90168
26919:7293,102679,40166,25338,106287,39520,18278,92204,25214,90168
41816:2703,102679,40166,25338,106287,39520,18278,92204,25214,90168
29914:13151,102679,40166,25338,106287,39520,18278,92204,25214,90168
12498:901,102679,40166,25338,106287,39520,18278,92204,25214,90168
28224:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5891:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8651:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10342:2032,559,3323,119,39833,17431,18278,92204,25214,90168
2058:12597,3440,1617,25338,106287,39520,18278,92204,25214,90168
24647:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
45437:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
21318:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
17278:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
10117:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
22583:3176,102679,40166,25338,106287,39520,18278,92204,25214,90168
46872:25461,102679,40166,25338,106287,39520,18278,92204,25214,90168
20607:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
39515:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
41410:73797,102679,40166,25338,106287,39520,18278,92204,25214,90168
4190:27086,3728,7409,31182,591,39520,18278,92204,25214,90168
26956:94,7029,40166,25338,106287,39520,18278,92204,25214,90168
31462:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
49030:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8343:418,1266,45,4032,106287,39520,18278,92204,25214,90168
6977:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
28981:866,102679,40166,25338,106287,39520,18278,92204,25214,90168
28558:8725,102679,40166,25338,106287,39520,18278,92204,25214,90168
35448:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
43316:7153,102679,40166,25338,106287,39520,18278,92204,25214,90168
25448:14498,8042,40166,25338,106287,39520,18278,92204,25214,90168
25831:7334,102679,40166,25338,106287,39520,18278,92204,25214,90168
18322:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
46513:31214,102679,40166,25338,106287,39520,18278,92204,25214,90168
2727:20913,2059,322,7909,106287,39520,18278,92204,25214,90168
15774:2614,35115,40166,25338,106287,39520,18278,92204,25214,90168
14446:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
2343:70575,102679,40166,25338,106287,39520,18278,92204,25214,90168
11458:1196,6346,3057,483,4083,58,18278,92204,25214,90168
42462:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
44176:472,102679,40166,25338,106287,39520,18278,92204,25214,90168
23779:32329,317,40166,25338,106287,39520,18278,92204,25214,90168
23653:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
24981:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8200:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
13700:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
20507:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
16099:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
41430:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
23464:81462,102679,40166,25338,106287,39520,18278,92204,25214,90168
27794:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
42703:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
5148:669,102679,40166,25338,106287,39520,18278,92204,25214,90168
998:5462,19316,500,6573,124,15606,18278,92204,25214,90168
40790:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
19764:1930,102679,40166,25338,106287,39520,18278,92204,25214,90168
12373:28945,102679,40166,25338,106287,39520,18278,92204,25214,90168
3360:114,12859,2097,3017,1039,66500,6135,92204,25214,90168
34335:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
8163:2930,102679,40166,25338,106287,39520,18278,92204,25214,90168
6020:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
22592:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
4277:9088,1245,8861,46346,4094,12680,302,999,6143,67144
9171:953,749,511,65,650,39520,18278,92204,25214,90168
3888:709,8557,40166,25338,106287,39520,18278,92204,25214,90168
22245:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32286:94,17,40166,25338,106287,39520,18278,92204,25214,90168
3238:327,65,40166,25338,106287,39520,18278,92204,25214,90168
9525:518,224,3509,25338,106287,39520,18278,92204,25214,90168
16860:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32565:1825,102679,40166,25338,106287,39520,18278,92204,25214,90168
11657:12601,102679,40166,25338,106287,39520,18278,92204,25214,90168
19434:9043,24854,3847,20288,106287,39520,18278,92204,25214,90168
18334:866,102679,40166,25338,106287,39520,18278,92204,25214,90168
4275:302,511,40166,25338,106287,39520,18278,92204,25214,90168
3701:5848,1039,40166,25338,106287,39520,18278,92204,25214,90168
5798:10427,1163,1119,15767,7059,39520,18278,92204,25214,90168
7140:2815,102679,40166,25338,106287,39520,18278,92204,25214,90168
26995:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
38362:65,102679,40166,25338,106287,39520,18278,92204,25214,90168
39105:6751,102679,40166,25338,106287,39520,18278,92204,25214,90168
39429:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
34917:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
54506:20500,102679,40166,25338,106287,39520,18278,92204,25214,90168
9927:1217,119,356,116,394,39520,18278,92204,25214,90168
5079:17,71491,4042,15,302,645,18278,92204,25214,90168
26174:1220,102679,40166,25338,106287,39520,18278,92204,25214,90168
2070:8,7535,13681,1102,493,7700,803,4174,9077,654
2260:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7419:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
7242:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
14568:5214,102679,40166,25338,106287,39520,18278,92204,25214,90168
22477:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
33149:654,102679,40166,25338,106287,39520,18278,92204,25214,90168
823:14498,21145,28,71891,1744,39520,18278,92204,25214,90168
4816:5303,21472,40166,25338,106287,39520,18278,92204,25214,90168
15809:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
19443:33901,102679,40166,25338,106287,39520,18278,92204,25214,90168
25189:378,102679,40166,25338,106287,39520,18278,92204,25214,90168
39458:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
40782:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
18901:302,289,483,77914,27428,39520,18278,92204,25214,90168
33005:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
11851:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
26442:34188,102679,40166,25338,106287,39520,18278,92204,25214,90168
14590:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
1049:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
32580:2869,102679,40166,25338,106287,39520,18278,92204,25214,90168
19462:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
3376:239,102679,40166,25338,106287,39520,18278,92204,25214,90168
5329:3672,17646,19871,25338,106287,39520,18278,92204,25214,90168
22262:56784,102679,40166,25338,106287,39520,18278,92204,25214,90168
